MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2020,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
,,0--2,3--5,6--10,11--15,16--20,>20,Benzina,Motorina,Electric,Hibrid01(benzina+electric),0--4,5--8,9--12,peste 12
,,,,,,,,,,,Hibrid02(motorina+electric),,,,
,,,,,,,,,,,Hibrid03(GPL+electric),,,,
 total marca LECAPITAINE,3,0,0,2,1,0,0,0,3,0,0,0,1,2,0
   model DOBLO,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model FIAT DUCATO,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model LECAPITAINE DOBLO,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
 total marca LEOMAR,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model RODEO,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
 total marca LEXUS,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model RX300,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
 total marca LEYLAND,7,0,0,0,0,0,7,2,5,0,0,0,0,0,7
   model nespecificat,7,0,0,0,0,0,7,2,5,0,0,0,0,0,7
 total marca LUBLIN,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model LUBLIM 3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
 total marca M A N,7,7,0,0,0,0,0,0,7,0,0,7,0,0,0
   model TGE,7,7,0,0,0,0,0,0,7,0,0,7,0,0,0
 total marca MAHINDRA,25,0,0,4,20,0,1,0,25,0,0,0,0,14,11
   model BOLERO,4,0,0,2,2,0,0,0,4,0,0,0,0,3,1
   model G0A,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model GOA,6,0,0,0,6,0,0,0,6,0,0,0,0,1,5
   model MAHINDRA PIKUP,8,0,0,0,8,0,0,0,8,0,0,0,0,5,3
   model PIKUP,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SCORPIO,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model SCORPIO PICK-UP,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model nespecificat,3,0,0,0,2,0,1,0,3,0,0,0,0,2,1
 total marca MAN,41,8,5,2,4,10,12,0,41,0,0,13,2,0,26
   model 8.163,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model FE 360A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model L2000,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model LE180C,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model LT 40D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TGA 26.310,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA35.410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGE,11,7,4,0,0,0,0,0,11,0,0,11,0,0,0
   model TGE 3.140,2,1,1,0,0,0,0,0,2,0,0,2,0,0,0
   model TGL,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model TGM,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model nespecificat,15,0,0,0,4,3,8,0,15,0,0,0,0,0,15
 total marca MAN~,2,0,1,0,0,0,1,0,2,0,0,1,0,0,1
   model TGE,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
   model nespecificat,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
 total marca MAZDA,"1,379",0,0,2,192,575,610,76,"1,303",0,0,0,0,31,"1,348"
   model 143TD,29,0,0,0,29,0,0,0,29,0,0,0,0,4,25
   model 5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model 5 VAN,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model 6,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model B 2500,255,0,0,0,1,95,159,0,255,0,0,0,0,0,255
   model B 2500 D,9,0,0,0,4,5,0,0,9,0,0,0,0,0,9
   model B 2500 TD,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model B-50,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model B2200,5,0,0,0,0,1,4,2,3,0,0,0,0,0,5
   model B2500,213,0,0,0,13,95,105,0,213,0,0,0,0,0,213
   model B2500 TD,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model BONGO,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model BT 50,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model BT-50,45,0,0,1,44,0,0,0,45,0,0,0,0,23,22
   model BT50,5,0,0,0,5,0,0,0,5,0,0,0,0,2,3
   model CX 7,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model CX-7,2,0,0,1,1,0,0,1,1,0,0,0,0,1,1
   model D 2500 D,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model E 2200,10,0,0,0,0,0,10,0,10,0,0,0,0,0,10
   model E 2200 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E2000,5,0,0,0,0,0,5,3,2,0,0,0,0,0,5
   model E2200,19,0,0,0,0,5,14,0,19,0,0,0,0,0,19
   model E2200D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ECONOVAN,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model GRAND VITARA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model MAZDA 5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model MAZDA 6,3,0,0,0,2,1,0,0,3,0,0,0,0,0,3
   model MPV,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model PREMACY,9,0,0,0,0,5,4,0,9,0,0,0,0,0,9
   model TRIBUTE,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1
   model nespecificat,747,0,0,0,84,360,303,69,678,0,0,0,0,0,747
 total marca MAZDA-FORD,20,0,0,0,0,0,20,17,3,0,0,0,0,0,20
   model nespecificat,20,0,0,0,0,0,20,17,3,0,0,0,0,0,20
 total marca MEDIAS,59,0,0,0,0,0,59,2,57,0,0,0,0,0,59
   model nespecificat,59,0,0,0,0,0,59,2,57,0,0,0,0,0,59
 total marca MERCEDE -BENZ,8,1,0,2,1,2,2,0,8,0,0,1,0,2,5
   model SPRINTER,6,1,0,2,1,1,1,0,6,0,0,1,0,2,3
   model SPRINTER 413 CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model VANEO,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
 total marca MERCEDES,11,0,0,2,5,2,2,0,11,0,0,0,2,3,6
   model 408D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ATEGO,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER,7,0,0,2,3,2,0,0,7,0,0,0,2,2,3
   model SPRINTER 311,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 316,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
 total marca MERCEDES BENZ,278,7,8,48,105,87,23,0,277,0,0,8,37,54,179
   model 208 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 300 GD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 310D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 408D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 410 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model G300,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ML 270 CDI,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model ML 320CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model R 320 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER,190,7,8,44,70,52,9,0,189,0,0,8,36,41,105
   model SPRINTER 308 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 516,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model SPRINTER 208,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 211CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 308 CDI,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model SPRINTER 308CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 311,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 311 CDI,6,0,0,0,4,2,0,0,6,0,0,0,0,1,5
   model SPRINTER 311CDI,3,0,0,0,1,2,0,0,3,0,0,0,0,1,2
   model SPRINTER 312D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SPRINTER 313,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 313 CDI,7,0,0,0,2,5,0,0,7,0,0,0,0,1,6
   model SPRINTER 313CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 315 CDI,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3
   model SPRINTER 315CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER 316CDI,3,0,0,1,2,0,0,0,3,0,0,0,0,3,0
   model SPRINTER 318 CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER 319 CDI,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model SPRINTER 408CDI,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model SPRINTER 411 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 412D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 413CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 415 CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER 416 CDI,8,0,0,0,1,7,0,0,8,0,0,0,0,0,8
   model SPRINTER 416CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model SPRINTER 418CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 511,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 511 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model SPRINTER 516CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model SPRINTER 518CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model VANEO,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VIANO,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO,3,0,0,2,1,0,0,0,3,0,0,0,0,2,1
   model VITO 109 CDI,3,0,0,0,2,1,0,0,3,0,0,0,0,0,3
   model VITO 110 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO 111CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model VITO 112 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO 115 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model nespecificat,4,0,0,0,0,1,3,0,4,0,0,0,0,0,4
 total marca MERCEDES BENZ~,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
 total marca MERCEDES - BENZ,603,51,56,131,181,146,38,1,602,0,0,87,94,122,300
   model 110 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 111 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 308D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 407D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 408 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 411 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 512D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model B 180 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model CITAN,2,1,1,0,0,0,0,0,2,0,0,2,0,0,0
   model G280,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ML 320 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ML270,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model SPRINTER,408,49,46,107,107,80,19,1,407,0,0,80,71,95,162
   model SPRINTER 313CDI,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model SPRINTER 308 CDI,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model SPRINTER 313 CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER 211 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 211CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER 213 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 213CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 308,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 308 CDI,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model SPRINTER 310CDI,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0
   model SPRINTER 311,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 311 CDI,14,0,0,0,9,4,1,0,14,0,0,0,0,1,13
   model SPRINTER 311CDI,5,0,0,0,4,0,1,0,5,0,0,0,0,1,4
   model SPRINTER 312,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 313,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 313 CDI,14,0,0,4,1,8,1,0,14,0,0,0,3,2,9
   model SPRINTER 313 KA 4X2,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0
   model SPRINTER 313CDI,3,0,0,1,1,1,0,0,3,0,0,0,1,0,2
   model SPRINTER 316,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 316 CDI,8,0,0,3,0,5,0,0,8,0,0,0,3,0,5
   model SPRINTER 316CDI,3,0,0,2,0,1,0,0,3,0,0,0,0,2,1
   model SPRINTER 318 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 411,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 411 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 411CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 412,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 412 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 412D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 413 CDI,4,0,0,0,1,3,0,0,4,0,0,0,0,0,4
   model SPRINTER 413CDI,5,0,0,0,1,4,0,0,5,0,0,0,0,0,5
   model SPRINTER 415CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model SPRINTER 416,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 416 CDI,4,0,0,0,2,2,0,0,4,0,0,0,0,0,4
   model SPRINTER 416CDI,6,0,0,0,3,3,0,0,6,0,0,0,0,1,5
   model SPRINTER 418 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 511CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 515 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 515CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model SPRINTER 516CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model SPRINTER 518CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 519 CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0
   model SPRINTER 616 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SRINTER,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model VIANO,6,0,0,0,4,2,0,0,6,0,0,0,0,0,6
   model VIANO 115 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO,30,1,9,9,5,6,0,0,30,0,0,5,13,4,8
   model VITO 108 CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model VITO 108 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model VITO 108CDI,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model VITO 109 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO 109CDI,5,0,0,0,5,0,0,0,5,0,0,0,0,1,4
   model VITO 110CDI,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model VITO 111 CDI,8,0,0,0,7,1,0,0,8,0,0,0,0,3,5
   model VITO 112 CDI,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model VITO 112CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model VITO 115 CDI,3,0,0,0,3,0,0,0,3,0,0,0,0,1,2
   model VITO 115CDI,5,0,0,0,4,1,0,0,5,0,0,0,0,0,5
   model VITO 116 CDI,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model VITO 120 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model nespecificat,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
 total marca MERCEDES - BENZ~,32,22,2,5,3,0,0,0,32,0,0,23,4,3,2
   model CITAN,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model SPRINTER,27,19,2,3,3,0,0,0,27,0,0,20,2,3,2
   model VITO,4,2,0,2,0,0,0,0,4,0,0,2,2,0,0
 total marca MERCEDES BENZ,"37,340",27,38,66,"8,323","18,598","10,288",66,"37,274",0,0,33,66,"1,241","36,000"
   model 108D,79,0,0,0,0,0,79,0,79,0,0,0,0,0,79
   model 206,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 206 D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 206D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 207,8,0,0,0,0,0,8,0,8,0,0,0,0,0,8
   model 207 25.5/33.5,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 207 D,28,0,0,0,0,0,28,0,28,0,0,0,0,0,28
   model 207D,22,0,0,0,0,0,22,0,22,0,0,0,0,0,22
   model 208,11,0,0,0,0,0,11,0,11,0,0,0,0,0,11
   model 208 CDI,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model 208 D,28,0,0,0,0,0,28,0,28,0,0,0,0,0,28
   model 208D,7,0,0,0,0,0,7,0,7,0,0,0,0,0,7
   model 209,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 209 D,5,0,0,0,0,0,5,1,4,0,0,0,0,0,5
   model 209D,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model 210,2,0,0,0,0,0,2,1,1,0,0,0,0,0,2
   model 210 D,7,0,0,0,0,0,7,0,7,0,0,0,0,0,7
   model 210D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 306,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 306 D 35/33.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 307,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 307 D,15,0,0,0,0,0,15,0,15,0,0,0,0,0,15
   model 307D,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model 308,3,0,0,0,0,1,2,0,3,0,0,0,0,0,3
   model 308 35/36.7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 308 CDI SPRINTER,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 308 D,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model 308D,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model 309CDI,22,0,0,0,22,0,0,0,22,0,0,0,0,3,19
   model 309D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 310 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 310D,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model 310D 35/33.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 311CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model 312D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 313 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model 406D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 408 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 408D-KA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 409D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 410,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 410 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 410D,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6
   model 411CDI,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model 413 CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 416 CDI,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model 418 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model 511 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model 515CDI,3,0,0,0,3,0,0,0,3,0,0,0,0,1,2
   model 601,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 814 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 2635,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 3235,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 3336,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO 815,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model ATEGO 818L,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model E270 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model L 407,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model L 407 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model L306,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model L407D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model L507,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model MB 100 D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model MB 100 DKB,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model MB100D,27,0,0,0,0,0,27,0,27,0,0,0,0,0,27
   model MB100D-KB,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ML 270 CDI,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model SPINTER 411 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINER 315CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,1,1
   model SPRINTE 416CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER,650,27,35,41,142,212,193,0,650,0,0,33,51,53,513
   model SPRINTER 208 CDI,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model SPRINTER 208D3550,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 211 CDI,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model SPRINTER 211CDI,346,0,0,0,41,267,38,0,346,0,0,0,0,0,346
   model SPRINTER 216 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 311CDI,6,0,0,0,6,0,0,0,6,0,0,0,0,0,6
   model SPRINTER 313 CDI,13,0,0,0,2,11,0,0,13,0,0,0,0,0,13
   model SPRINTER 313CDI,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model SPRINTER 408CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 411CDI,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model SPRINTER 413 CDI,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model SPRINTER 413CDI,4,0,0,0,0,3,1,0,4,0,0,0,0,0,4
   model SPRINTER 416 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 515 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 208,70,0,0,0,0,14,56,0,70,0,0,0,0,0,70
   model SPRINTER 208 CDI,618,0,0,0,16,489,113,0,618,0,0,0,0,0,618
   model SPRINTER 208 D,78,0,0,0,0,0,78,0,78,0,0,0,0,0,78
   model SPRINTER 208 D 3550,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 208CDI,796,0,0,0,39,629,128,0,796,0,0,0,0,0,796
   model SPRINTER 208D,42,0,0,0,0,0,42,0,42,0,0,0,0,0,42
   model SPRINTER 208D3000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 208D3550,9,0,0,0,0,0,9,0,9,0,0,0,0,0,9
   model SPRINTER 209 CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER 209CDI,133,0,0,0,133,0,0,0,133,0,0,0,0,10,123
   model SPRINTER 210,12,0,0,0,0,0,12,0,12,0,0,0,0,0,12
   model SPRINTER 210 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 210D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 210D3550,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 211,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model SPRINTER 211 CDI,322,0,0,0,18,255,49,0,322,0,0,0,0,1,321
   model SPRINTER 211CDI,909,0,0,0,131,651,127,0,909,0,0,0,0,6,903
   model SPRINTER 211CDI3550,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 212 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SPRINTER 212CDI,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6
   model SPRINTER 212D,8,0,0,0,0,0,8,0,8,0,0,0,0,0,8
   model SPRINTER 212D3550,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SPRINTER 213 CDI,501,0,0,0,24,390,87,0,501,0,0,0,0,0,501
   model SPRINTER 213CDI,353,0,0,0,42,260,51,0,353,0,0,0,0,0,353
   model SPRINTER 215CDI,11,0,0,0,11,0,0,0,11,0,0,0,0,1,10
   model SPRINTER 216 CDI,22,0,0,0,1,18,3,0,22,0,0,0,0,0,22
   model SPRINTER 216CDI,34,0,0,0,0,28,6,0,34,0,0,0,0,0,34
   model SPRINTER 308,5,0,0,0,0,2,3,0,5,0,0,0,0,0,5
   model SPRINTER 308 CDI,358,0,0,0,15,300,43,0,358,0,0,0,0,0,358
   model SPRINTER 308 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 308 D 3550,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 308CD,16,0,0,0,0,16,0,0,16,0,0,0,0,0,16
   model SPRINTER 308CDI,533,0,0,0,32,429,72,0,533,0,0,0,0,0,533
   model SPRINTER 308D,21,0,0,0,0,0,21,0,21,0,0,0,0,0,21
   model SPRINTER 308D3000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
