MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2021,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
   model FNL 23.314,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model FOREZ BENNES,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model GERGEN,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model H38,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model KARRENA,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model LE,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model LE 12.220,4,0,0,0,0,3,1,0,4,0,0,0,0,0,4
   model LE 13.220,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model LE 14 220,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 14.220,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 14.250,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 14.280,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model LE 14220,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 15.220,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model LE 15.250,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model LE 150C,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 15220,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model LE 18.220,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model LE 18.250,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model LE 18.280,6,0,0,0,0,6,0,0,6,0,0,0,0,0,6
   model LE 18.280 4X2 BB,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 18.285,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model LE 180 C,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model LE 180C,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model LE 18220,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 220 B,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model LE 220B,11,0,0,0,0,5,6,0,11,0,0,0,0,0,11
   model LE 250 B,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model LE 250B,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model LE 26.280,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model LE 280 B,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model LE 280 BI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE 280B,7,0,0,0,0,5,2,0,7,0,0,0,0,0,7
   model LE10.180,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE12.220,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model LE12180,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE14.220,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE140,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE15.220,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model LE15220,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model LE18.220,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model LE18.280,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model LE180C,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model LE220,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model LE220B,18,0,0,0,0,11,7,0,18,0,0,0,0,0,18
   model LE220C,6,0,0,0,0,3,3,0,6,0,0,0,0,0,6
   model LE250 B,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model LE2508,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model LE250B,3,0,0,0,0,1,2,0,3,0,0,0,0,0,3
   model LE26.280,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE280 B,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model LE280B,18,0,0,0,0,9,9,0,18,0,0,0,0,0,18
   model LE8.180,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LE8180,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model LION'S COACH,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model M33,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model MAN,3,0,0,0,1,0,2,0,3,0,0,0,0,1,2
   model MAN 27.314,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model MAN H 55,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ME 14.220,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model ME 14.250,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model ME 14.280,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model ME 14220,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ME 18.280,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ME 220 B,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ME 220B,4,0,0,0,0,1,3,0,4,0,0,0,0,0,4
   model ME 250 B,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model ME 250B,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model ME 280 B,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model ME 280B,7,0,0,0,0,3,4,0,7,0,0,0,0,0,7
   model ME 280C,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ME14.220,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model ME14.250,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ME14.280,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model ME14250,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ME15.280,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ME18.220,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model ME18.280,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model ME18.280B,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ME220B,5,0,0,0,0,1,4,0,5,0,0,0,0,0,5
   model ME280B,32,0,0,0,0,13,19,0,32,0,0,0,0,0,32
   model MKF 7.980,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model PALIFT T18,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model SCHWARZMULLER,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model SILENT,135,0,0,0,0,2,133,0,135,0,0,0,0,0,135
   model SILENT 26.293,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SILENT 26.403,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SILENT 28.403,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SILENT 33.403,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SILENT 33.463,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model STETTER,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model STETTER AM9FHC,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model T410A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TG,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model TG 24.410A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG 26.310,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG 26.320,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TG 26.410,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TG 26.410 A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TG 26.480,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG 310 A,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model TG 310A,4,0,0,0,0,3,1,0,4,0,0,0,0,0,4
   model TG 350 A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG 360 A,3,0,0,0,0,1,2,0,3,0,0,0,0,0,3
   model TG 360A,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TG 360A 6X2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG 390 A,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TG 410 A,5,0,0,0,0,3,2,0,5,0,0,0,0,0,5
   model TG 410A,15,0,0,0,0,12,3,0,15,0,0,0,0,0,15
   model TG 460 A,7,0,0,0,0,4,3,0,7,0,0,0,0,0,7
   model TG 460A,8,0,0,0,0,6,2,0,8,0,0,0,0,0,8
   model TG 510A XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG26.410,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TG310A,28,0,0,0,0,17,11,0,28,0,0,0,0,0,28
   model TG310A XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG350A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG360A,28,0,0,0,0,19,9,0,28,0,0,0,0,0,28
   model TG360A XXL,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model TG410,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model TG410 A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TG410 A XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG410A,114,0,0,0,0,82,32,0,114,0,0,0,0,0,114
   model TG410A XXL,5,0,0,0,0,3,2,0,5,0,0,0,0,0,5
   model TG410A/XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG410AXXL,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model TG460 A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG460A,95,0,0,0,1,58,36,0,95,0,0,0,0,0,95
   model TG460A XXL,12,0,0,0,0,8,4,0,12,0,0,0,0,0,12
   model TG460A-XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TG460AXXL,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model TG510A,12,0,0,0,0,5,7,0,12,0,0,0,0,0,12
   model TG510A XXL,4,0,0,0,0,3,1,0,4,0,0,0,0,0,4
   model TG510XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA,367,0,0,1,91,259,16,0,367,0,0,0,0,3,364
   model TGA 03,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model TGA 18 410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 18.310,10,0,0,0,0,9,1,0,10,0,0,0,0,0,10
   model TGA 18.320,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 18.350,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 18.360,11,0,0,0,1,10,0,0,11,0,0,0,0,0,11
   model TGA 18.363,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 18.390,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model TGA 18.390 D20,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 18.400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 18.410,12,0,0,0,0,10,2,0,12,0,0,0,0,0,12
   model TGA 18.410 KOGEL,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TGA 18.430,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 18.440,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model TGA 18.440 4X2LL,2,0,0,1,1,0,0,0,2,0,0,0,0,1,1
   model TGA 18.460,8,0,0,0,0,8,0,0,8,0,0,0,0,0,8
   model TGA 18.460 XXL,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TGA 18.460A XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 18.480,5,0,0,0,1,4,0,0,5,0,0,0,0,0,5
   model TGA 18410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 24.360,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 24.410,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA 24.430,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 24.480,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.310,8,0,0,0,0,7,1,0,8,0,0,0,0,0,8
   model TGA 26.310FN,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.320,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model TGA 26.350,8,0,0,0,1,7,0,0,8,0,0,0,0,0,8
   model TGA 26.360,19,0,0,0,1,18,0,0,19,0,0,0,0,0,19
   model TGA 26.360 6X2-2 LL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 26.360 FDLC,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.363,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.364,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TGA 26.390,9,0,0,0,1,8,0,0,9,0,0,0,0,0,9
   model TGA 26.400,5,0,0,0,4,1,0,0,5,0,0,0,0,0,5
   model TGA 26.410,79,0,0,0,0,67,12,0,79,0,0,0,0,0,79
   model TGA 26.413,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model TGA 26.430,31,0,0,0,1,30,0,0,31,0,0,0,0,0,31
   model TGA 26.430 6X2-2LL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.440,10,0,0,0,6,4,0,0,10,0,0,0,0,0,10
   model TGA 26.460,33,0,0,0,0,31,2,0,33,0,0,0,0,0,33
   model TGA 26.460 XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.463,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26.480,36,0,0,0,4,32,0,0,36,0,0,0,0,1,35
   model TGA 26.510,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 26.530,6,0,0,0,0,6,0,0,6,0,0,0,0,0,6
   model TGA 26.533,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26310,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26360,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26390,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26460,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 2648,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 26483,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA 28.320,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 28.360,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 28.390,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 28.410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 28.480,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 310,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 32.350,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 32.360,7,0,0,0,2,5,0,0,7,0,0,0,0,0,7
   model TGA 32.390,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 32.400,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3
   model TGA 32.410,9,0,0,0,0,9,0,0,9,0,0,0,0,0,9
   model TGA 32.460,15,0,0,0,0,15,0,0,15,0,0,0,0,0,15
   model TGA 32.480,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 33.310,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 33.350,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model TGA 33.360,11,0,0,0,2,9,0,0,11,0,0,0,0,0,11
   model TGA 33.390,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 33.400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 33.410,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 33.430,4,0,0,0,1,3,0,0,4,0,0,0,0,0,4
   model TGA 33.440,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model TGA 33.460,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 33.463,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 33.480,9,0,0,0,0,9,0,0,9,0,0,0,0,0,9
   model TGA 35.320,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 35.350,6,0,0,0,4,2,0,0,6,0,0,0,0,0,6
   model TGA 35.350 8X4 BB,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 35.360,18,0,0,0,4,14,0,0,18,0,0,0,0,2,16
   model TGA 35.390,12,0,0,0,8,4,0,0,12,0,0,0,0,0,12
   model TGA 35.400,24,0,0,2,22,0,0,0,24,0,0,0,2,10,12
   model TGA 35.410,19,0,0,0,0,18,1,0,19,0,0,0,0,0,19
   model TGA 35.430,7,0,0,0,2,5,0,0,7,0,0,0,0,0,7
   model TGA 35.430 8X4BB,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 35.440,14,0,0,0,14,0,0,0,14,0,0,0,0,0,14
   model TGA 35.460,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 35.480,5,0,0,0,1,4,0,0,5,0,0,0,0,0,5
   model TGA 35530,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 360,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 360 A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TGA 37.460,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 390,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 41.360,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA 41.390,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA 41.410,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 41.430,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 41.440,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4
   model TGA 41.440 8X4 BB,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 41.460,16,0,0,0,0,16,0,0,16,0,0,0,0,0,16
   model TGA 41.480,25,0,0,0,9,16,0,0,25,0,0,0,0,0,25
   model TGA 410,9,0,0,0,0,7,2,0,9,0,0,0,0,0,9
   model TGA 410 A,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA 410 XXL,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model TGA 410A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 410A XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 41480,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 430,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA 460,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA 460 A,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TGA 460A,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model TGA 460A XXL,4,0,0,0,0,2,2,0,4,0,0,0,0,0,4
   model TGA 47,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 47 390,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 47.390,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 47.480,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA 510A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA 60,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TGA02,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model TGA03,6,0,0,0,0,3,3,0,6,0,0,0,0,0,6
   model TGA10,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model TGA18.280,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA18.310,5,0,0,0,0,4,1,0,5,0,0,0,0,0,5
   model TGA18.350,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA18.360,4,0,0,0,0,3,1,0,4,0,0,0,0,0,4
   model TGA18.410,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model TGA18.430,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA18.440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA18.460,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA18.480,4,0,0,0,1,3,0,0,4,0,0,0,0,0,4
   model TGA24.410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA24.430,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA24.440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA26.310,4,0,0,0,1,3,0,0,4,0,0,0,0,0,4
   model TGA26.350,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA26.360,10,0,0,0,0,10,0,0,10,0,0,0,0,0,10
   model TGA26.360 6X4BL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA26.390,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA26.400,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model TGA26.410,36,0,0,0,1,34,1,0,36,0,0,0,0,0,36
   model TGA26.413,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA26.430,7,0,0,0,0,7,0,0,7,0,0,0,0,0,7
   model TGA26.430 BB,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA26.440,3,0,0,0,2,1,0,0,3,0,0,0,0,0,3
   model TGA26.460,27,0,0,0,0,26,1,0,27,0,0,0,0,0,27
   model TGA26.463,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA26.480,20,0,0,0,1,19,0,0,20,0,0,0,0,0,20
   model TGA26.530,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA26410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA28.390,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA28.410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA28.430,5,0,0,0,5,0,0,0,5,0,0,0,0,0,5
   model TGA28.430 6X2-2BL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA28.460,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA28.480,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3
   model TGA29.360,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA310,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model TGA310A,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA32.360,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA32.390,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA32.410,10,0,0,0,0,10,0,0,10,0,0,0,0,0,10
   model TGA32.460,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA33.360,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA33.410,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA33.440,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model TGA33.440BB,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA33.460,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA33.480,9,0,0,0,2,7,0,0,9,0,0,0,0,0,9
   model TGA33.530,5,0,0,0,0,5,0,0,5,0,0,0,0,0,5
   model TGA35.350,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA35.360,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA35.390,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model TGA35.400,8,0,0,0,8,0,0,0,8,0,0,0,0,1,7
   model TGA35.410,6,0,0,0,0,6,0,0,6,0,0,0,0,0,6
   model TGA35.4108X4 BB,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA35.430,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model TGA35.440,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA35.460,6,0,0,0,0,6,0,0,6,0,0,0,0,0,6
   model TGA35.480,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA350,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model TGA360,8,0,0,0,0,6,2,0,8,0,0,0,0,0,8
   model TGA360A,6,0,0,0,0,4,2,0,6,0,0,0,0,0,6
   model TGA363,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA390,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA41.360,6,0,0,0,0,6,0,0,6,0,0,0,0,0,6
   model TGA41.400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA41.410,7,0,0,0,0,7,0,0,7,0,0,0,0,0,7
   model TGA41.440,5,0,0,0,5,0,0,0,5,0,0,0,0,0,5
   model TGA41.440 8X4BB,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGA41.460,4,0,0,0,0,4,0,0,4,0,0,0,0,0,4
   model TGA41.460F,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGA41.480,5,0,0,0,1,4,0,0,5,0,0,0,0,0,5
   model TGA410,21,0,0,0,0,16,5,0,21,0,0,0,0,0,21
   model TGA410A,9,0,0,0,0,6,3,0,9,0,0,0,0,0,9
   model TGA410XXL,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA430,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model TGA433,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA460,9,0,0,0,0,8,1,0,9,0,0,0,0,0,9
   model TGA460A,10,0,0,0,0,8,2,0,10,0,0,0,0,0,10
   model TGA463,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGA480,7,0,0,0,3,4,0,0,7,0,0,0,0,0,7
   model TGA530,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model TGL,7,1,0,0,6,0,0,0,7,0,0,1,0,4,2
   model TGL 10.180,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model TGL 12.180,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGL 12.210,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGL 12.240,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGL 12.240 4X2 BL,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGL 8.180,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model TGL-03,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model TGL12.240,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGM,192,29,60,62,39,2,0,0,192,0,0,68,67,23,34
   model TGM 12.280,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3
   model TGM 13.240,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model TGM 15.240,9,0,0,0,5,4,0,0,9,0,0,0,0,0,9
