MINISTERUL AFACERILOR INTERNE,,,,,,,,TOTAL,,,,,,,
DIRECTIA REGIM PERMISE DE CONDUCERE SI INMATRICULARE A VEHICULELOR,,,,,,,,,,,,,,,
PARC AUTO LA 31.12.2021,,,,,,,,,,,,,,,
CATEGORIA,Numar,Vechime (ani),,,,,,Carburant,,,,Vechime (ani),,,
   model 250,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 250 D,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model 250D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 2524,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2629L ECONIC,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model 2629L EXONIC,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model AROCS,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
   model ATEGO 1223,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO 815,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model ATEGO 818,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model AXOR,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model E 220 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model E 250,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E 250D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E 270,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model E 270 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model E200 K,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model E250D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E270CDI,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model E280CDI,2,0,0,0,1,0,1,1,1,0,0,0,0,0,2
   model ECONIC,8,0,0,0,8,0,0,0,8,0,0,0,0,0,8
   model SPRINTER,7,0,0,1,3,3,0,0,7,0,0,0,1,1,5
   model SPRINTER 308CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 311CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model VITO,2,0,0,0,1,0,1,1,1,0,0,0,0,1,1
   model VITO 111CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model VITO 115 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model VITO TOURER,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
   model nespecificat,6,0,0,0,0,0,6,1,5,0,0,0,0,0,6
 total marca MERCEDES BENZ,1700,1,1,8,878,162,650,66,1634,0,0,2,6,4,1688
   model 1017,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1019,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1024 ATEGO,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model 1113,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1213,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1217 AK,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1314,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 1317,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1317K0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1417,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1417 AK0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1417 CAK,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1418,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1619,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 1619 KO,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1620,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1622,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model 1626,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1628,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1717,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1722,8,0,0,0,0,0,8,0,8,0,0,0,0,0,8
   model 1722 K,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1722AK,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1729,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1820,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1824,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model 1824 ACTROS,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1824 K,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1922 FAK,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 1929,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 200,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model 200 D,3,0,0,0,0,0,3,1,2,0,0,0,0,0,3
   model 200 E,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 200D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 200E,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model 200T,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 2031K38,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 207 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 207D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 208 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 208D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 210,5,0,0,0,0,0,5,5,0,0,0,0,0,0,5
   model 220D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2232,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 230,2,0,0,0,0,0,2,1,1,0,0,0,0,0,2
   model 230 E,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 230TE,4,0,0,0,0,0,4,4,0,0,0,0,0,0,4
   model 240,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 240D,16,0,0,0,0,0,16,0,16,0,0,0,0,0,16
   model 2422,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model 2424,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2426,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 250,3,0,0,0,0,0,3,1,2,0,0,0,0,0,3
   model 250 D,8,0,0,0,0,0,8,0,8,0,0,0,0,0,8
   model 250 TD,7,0,0,0,0,0,7,0,7,0,0,0,0,0,7
   model 250D,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model 250TD,7,0,0,0,0,0,7,0,7,0,0,0,0,0,7
   model 2524,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model 2527,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2527 B6X4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2531,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2538,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2538 K,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2550,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 260 E,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 2626K 6X4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2628,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 2629,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 2631,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 280,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 300,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 300 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 300E,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model 308 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 308D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 310,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2
   model 3234,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 370,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 408 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 410 D,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model 410D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 42.5/4X2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 508D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 510,14,0,0,0,0,0,14,14,0,0,0,0,0,0,14
   model 512D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 608 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 609,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 609 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 609D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 614 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 709 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model 709D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 711 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 809,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 811 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 814,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model 814 L,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 817,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 913 LPK,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model 917AF,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS,10,0,0,0,5,3,2,0,10,0,0,0,0,0,10
   model ACTROS 1831,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model ACTROS 1832,6,0,0,0,4,2,0,0,6,0,0,0,0,0,6
   model ACTROS 1832 AK,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 1832AK,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 1835,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 1836,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 1840,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 1843,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model ACTROS 2032,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model ACTROS 2531,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 2531 L,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 2532,8,0,0,0,8,0,0,0,8,0,0,0,0,0,8
   model ACTROS 2532 L,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model ACTROS 2535,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 2536,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3
   model ACTROS 2540,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 2541,10,0,0,0,10,0,0,0,10,0,0,0,0,0,10
   model ACTROS 2541 LS,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 2541L,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 2543,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model ACTROS 2544,8,0,0,0,8,0,0,0,8,0,0,0,0,0,8
   model ACTROS 2631,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model ACTROS 2632,24,0,0,0,18,6,0,0,24,0,0,0,0,0,24
   model ACTROS 2636,16,0,0,0,13,3,0,0,16,0,0,0,0,0,16
   model ACTROS 2641,5,0,0,0,3,2,0,0,5,0,0,0,0,0,5
   model ACTROS 2641L,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 2653,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 2741,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 3241,6,0,0,0,4,2,0,0,6,0,0,0,0,0,6
   model ACTROS 3331,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 3332,5,0,0,0,2,3,0,0,5,0,0,0,0,0,5
   model ACTROS 3336,10,0,0,0,8,2,0,0,10,0,0,0,0,0,10
   model ACTROS 3340,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ACTROS 3341,17,0,0,0,15,2,0,0,17,0,0,0,0,0,17
   model ACTROS 3344,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 3541,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 4140,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS 4141,12,0,0,0,11,1,0,0,12,0,0,0,0,0,12
   model ACTROS 4144,3,0,0,0,2,1,0,0,3,0,0,0,0,0,3
   model ACTROS 4146,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
   model ACTROS 4146K,3,0,0,0,1,2,0,0,3,0,0,0,0,0,3
   model ACTROS 4148,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS 4151,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS2632,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ACTROS3340,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ACTROS4141,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO,11,0,0,0,3,4,4,0,11,0,0,0,0,0,11
   model ATEGO 1828,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ATEGO 1018,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO 1028,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO 1216,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO 1218,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO 1318,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO 1318LKO,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO 1323,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model ATEGO 1324,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4
   model ATEGO 1517,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO 1518,7,0,0,0,4,3,0,0,7,0,0,0,0,0,7
   model ATEGO 1523,6,0,0,0,4,2,0,0,6,0,0,0,0,0,6
   model ATEGO 1528,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ATEGO 1529 4X4,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3
   model ATEGO 1618,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO 1628,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3
   model ATEGO 1823,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ATEGO 1828,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ATEGO 215,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO 2528,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ATEGO 2628,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO 4X2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model ATEGO 812,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model ATEGO 815,7,0,0,0,0,3,4,0,7,0,0,0,0,0,7
   model ATEGO 818,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO 917,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model ATEGO 918L,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO1216,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model ATEGO1318,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3
   model ATEGO1518,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model AXOR,2,0,0,0,1,0,1,0,2,0,0,0,0,0,2
   model AXOR 1823,14,0,0,0,6,8,0,0,14,0,0,0,0,0,14
   model AXOR 1824,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model AXOR 1824L,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model AXOR 1826,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model AXOR 1828,16,0,0,0,5,11,0,0,16,0,0,0,0,0,16
   model AXOR 1829,9,0,0,0,9,0,0,0,9,0,0,0,0,0,9
   model AXOR 1833,3,0,0,0,2,1,0,0,3,0,0,0,0,0,3
   model AXOR 1833L,2,0,0,0,1,1,0,0,2,0,0,0,0,0,2
   model AXOR 1929,6,0,0,0,6,0,0,0,6,0,0,0,0,0,6
   model AXOR 1933K,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model AXOR 2529,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model AXOR 2529 L,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model AXOR 2533,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model AXOR 2629,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model AXOR 3340,5,0,0,0,5,0,0,0,5,0,0,0,0,0,5
   model AXOR 3340K/6X4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model AXOR 4140,6,0,0,1,5,0,0,0,6,0,0,0,0,1,5
   model AXOR3340,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model C 220,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model CITAN,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
   model E 220,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E 220 CDI,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model E 220D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E 250,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E 250 D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model E 270 CDI,12,0,0,0,0,5,7,0,12,0,0,0,0,0,12
   model E 280,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model E 280 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model E 280 T,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model E 290,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model E 290 TD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E250,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model E250D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model E270CDI,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model E290TD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model E300TD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model ECONIC,6,0,0,0,2,1,3,0,6,0,0,0,0,0,6
   model ECONIC 1829,6,0,0,0,6,0,0,0,6,0,0,0,0,0,6
   model ECONIC 2628,3,0,0,0,0,1,2,0,3,0,0,0,0,0,3
   model ECONIC 2629L,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4
   model G500,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
   model GRIVBUZ,26,0,0,0,26,0,0,0,26,0,0,0,0,0,26
   model HYMER,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model L613,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model LAF,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model LF 409,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model LF 409 G,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model LF408G,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model LP 813,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model MB 100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model MB 100 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model MB 100D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model POLYMA,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model RIMOR,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model RIMOR ABM67B3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SAILER 720,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER,19,1,0,1,5,1,11,1,18,0,0,1,1,0,17
   model SPRINTER 208,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 208 CDI,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model SPRINTER 208D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SPRINTER 210D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 211CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 212,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 212D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SPRINTER 213 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 213CDI,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model SPRINTER 308,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 308 CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 308CDI,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model SPRINTER 308D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 309CDI,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4
   model SPRINTER 310 D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 310D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 311 CDI,20,0,0,0,18,2,0,0,20,0,0,0,0,0,20
   model SPRINTER 311CDI,13,0,0,0,12,1,0,0,13,0,0,0,0,0,13
   model SPRINTER 312 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SPRINTER 312D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 312D3550,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SPRINTER 313 CDI,8,0,0,0,2,3,3,0,8,0,0,0,0,1,7
   model SPRINTER 313CDI,7,0,0,0,0,7,0,0,7,0,0,0,0,0,7
   model SPRINTER 314,3,0,0,0,0,0,3,3,0,0,0,0,0,0,3
   model SPRINTER 314D3550,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
   model SPRINTER 315 CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER 315CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER 316 CDI,6,0,0,0,0,6,0,0,6,0,0,0,0,0,6
   model SPRINTER 316CDI,3,0,0,0,0,2,1,0,3,0,0,0,0,0,3
   model SPRINTER 318 CDI,84,0,0,0,84,0,0,0,84,0,0,0,0,0,84
   model SPRINTER 318CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 411 CDI,3,0,0,0,0,1,2,0,3,0,0,0,0,0,3
   model SPRINTER 411CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 412 D,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model SPRINTER 412D,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model SPRINTER 413,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SPRINTER 413 CDI,4,0,0,0,0,2,2,0,4,0,0,0,0,0,4
   model SPRINTER 413CDI,2,0,0,0,0,1,1,0,2,0,0,0,0,0,2
   model SPRINTER 416CDI,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model SPRINTER 511,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 515 CDI,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model SPRINTER 515CDI,36,0,0,0,36,0,0,0,36,0,0,0,0,0,36
   model SPRINTER 518CDI,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model SPRINTER308CDI,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
   model SWISSLINER,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model TN 410 DA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model U1200,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model U1600,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model U400,4,0,0,0,3,0,1,0,4,0,0,0,0,0,4
   model U500,2,0,0,0,2,0,0,0,2,0,0,0,0,0,2
   model UNIMOG,30,0,0,0,1,0,29,0,30,0,0,0,0,0,30
   model UNIMOG 1000,4,0,0,0,0,0,4,0,4,0,0,0,0,0,4
   model UNIMOG 1100T,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG 1200,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6
   model UNIMOG 1250VL,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG 1300,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model UNIMOG 1400,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model UNIMOG 1450,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG 1600,7,0,0,0,0,0,7,0,7,0,0,0,0,0,7
   model UNIMOG 2100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG 2400TG,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U 1700,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U 2400TG,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U1000,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2
   model UNIMOG U110,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U1200,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U1250L,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U140,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U1400,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5
   model UNIMOG U1450,6,0,0,0,0,0,6,0,6,0,0,0,0,0,6
   model UNIMOG U1500,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model UNIMOG U1600,14,0,0,0,0,0,14,0,14,0,0,0,0,0,14
   model UNIMOG U1650,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3
   model UNIMOG U300,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U400,2,0,0,0,0,2,0,0,2,0,0,0,0,0,2
   model UNIMOG U500,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
   model UNIMOG U600L,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG U90,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UNIMOG UX100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model UX100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model VARIO,5,0,0,0,0,1,4,0,5,0,0,0,0,0,5
   model VARIO 614D,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
   model VARIO 618 D,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
